time,symbol,quantity,price
2025-12-09 15:19:59.361104+00,ETHUSDT,0.0395,3137.91
2025-12-09 15:19:59.360767+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:59.360426+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:59.360107+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:59.359798+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:59.359435+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:59.359046+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:59.358613+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:59.358179+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:59.357819+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:59.357389+00,ETHUSDT,0.3296,3137.91
2025-12-09 15:19:59.356654+00,ETHUSDT,3.0682,3137.91
2025-12-09 15:19:59.105685+00,BTCUSDT,0.0006,90884.7
2025-12-09 15:19:59.105299+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:59.104922+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:59.104596+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:59.104228+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:59.103379+00,BTCUSDT,0.00168,90884.7
2025-12-09 15:19:59.102502+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:58.806745+00,ETHUSDT,0.2688,3137.91
2025-12-09 15:19:58.806473+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.806143+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.805886+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.805624+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.805333+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.805054+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.804789+00,ETHUSDT,0.0016,3137.91
2025-12-09 15:19:58.804524+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.8042+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.803783+00,ETHUSDT,0.0032,3137.91
2025-12-09 15:19:58.803437+00,ETHUSDT,0.3186,3137.91
2025-12-09 15:19:58.802728+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.801447+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.800529+00,ETHUSDT,0.1652,3137.91
2025-12-09 15:19:58.799697+00,ETHUSDT,0.0032,3137.91
2025-12-09 15:19:58.799079+00,ETHUSDT,0.0032,3137.91
2025-12-09 15:19:58.798622+00,ETHUSDT,2.0809,3137.91
2025-12-09 15:19:58.798175+00,ETHUSDT,0.126,3137.91
2025-12-09 15:19:58.797597+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.797231+00,ETHUSDT,0.0017,3137.91
2025-12-09 15:19:58.796847+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.796509+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.796141+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.795603+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.793758+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.792782+00,ETHUSDT,0.0032,3137.91
2025-12-09 15:19:58.792065+00,ETHUSDT,0.0352,3137.91
2025-12-09 15:19:58.791456+00,ETHUSDT,0.0096,3137.91
2025-12-09 15:19:58.790729+00,ETHUSDT,0.1187,3137.91
2025-12-09 15:19:58.79003+00,ETHUSDT,0.0032,3137.91
2025-12-09 15:19:58.78883+00,ETHUSDT,0.0044,3137.91
2025-12-09 15:19:58.772172+00,BTCUSDT,0.10056,90884.7
2025-12-09 15:19:58.771651+00,BTCUSDT,0.001,90884.7
2025-12-09 15:19:58.771269+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.770909+00,BTCUSDT,0.0011,90884.7
2025-12-09 15:19:58.770539+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.770202+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.769854+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.769552+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:58.76927+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.768972+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.768328+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.767211+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.766515+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.766135+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.765834+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.765533+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.765223+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.764687+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:58.7582+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:58.757797+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.757396+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.756931+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:58.756524+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:58.75605+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:58.755061+00,BTCUSDT,9e-05,90884.7
2025-12-09 15:19:58.399754+00,ETHUSDT,0.105,3137.91
2025-12-09 15:19:58.399301+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.398785+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.398294+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.397837+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.397473+00,ETHUSDT,0.0046,3137.91
2025-12-09 15:19:58.396894+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.395874+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:58.394781+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:58.250868+00,BTCUSDT,0.00191,90884.7
2025-12-09 15:19:58.250527+00,BTCUSDT,0.00043,90884.7
2025-12-09 15:19:58.250028+00,BTCUSDT,0.00157,90884.7
2025-12-09 15:19:58.249515+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:58.248639+00,BTCUSDT,0.00048,90884.7
2025-12-09 15:19:57.893074+00,BTCUSDT,0.00152,90884.7
2025-12-09 15:19:57.892389+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.891641+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.891291+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.8908+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.890451+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.890054+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.88961+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.889072+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.888623+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.888289+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.887951+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.887523+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.886786+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.885832+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.883999+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.882348+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.881269+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.880136+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.876699+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:57.874896+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:57.87275+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.724852+00,ETHUSDT,0.9508,3137.91
2025-12-09 15:19:57.724532+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:57.724202+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:57.723812+00,ETHUSDT,0.0024,3137.91
2025-12-09 15:19:57.722817+00,ETHUSDT,2.2292,3137.91
2025-12-09 15:19:57.649923+00,BTCUSDT,0.02244,90884.7
2025-12-09 15:19:57.649494+00,BTCUSDT,0.0022,90884.7
2025-12-09 15:19:57.648368+00,BTCUSDT,0.001,90884.7
2025-12-09 15:19:57.647627+00,BTCUSDT,0.0676,90884.7
2025-12-09 15:19:57.647308+00,BTCUSDT,0.0011,90884.7
2025-12-09 15:19:57.646939+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.646563+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.646001+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.645195+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.64447+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.643781+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.643044+00,BTCUSDT,0.002,90884.7
2025-12-09 15:19:57.642491+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.641861+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.641389+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.640754+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:57.639709+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:57.638784+00,BTCUSDT,0.00012,90884.7
2025-12-09 15:19:57.634062+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.633763+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.633444+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.633138+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.632827+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.632508+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.632104+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.631727+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.631354+00,BTCUSDT,6e-05,90884.7
2025-12-09 15:19:57.630929+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.630258+00,BTCUSDT,8e-05,90884.7
2025-12-09 15:19:57.629116+00,BTCUSDT,0.00033,90884.7
2025-12-09 15:19:57.131137+00,ETHUSDT,0.2402,3137.91
2025-12-09 15:19:57.130822+00,ETHUSDT,0.0027,3137.91
2025-12-09 15:19:57.130455+00,ETHUSDT,0.0016,3137.91
2025-12-09 15:19:57.1298+00,ETHUSDT,0.0918,3137.91
2025-12-09 15:19:57.105619+00,ETHUSDT,0.0884,3137.92
2025-12-09 15:19:57.105331+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.105014+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.104698+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.104385+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.104028+00,ETHUSDT,0.0032,3137.92
2025-12-09 15:19:57.103692+00,ETHUSDT,0.0032,3137.92
2025-12-09 15:19:57.10335+00,ETHUSDT,0.0032,3137.92
2025-12-09 15:19:57.102969+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.10258+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.102169+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.101768+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.101329+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.100377+00,ETHUSDT,0.0024,3137.92
2025-12-09 15:19:57.099571+00,ETHUSDT,0.0032,3137.92
2025-12-09 15:19:57.059214+00,BTCUSDT,6e-05,90884.71
2025-12-09 15:19:56.988343+00,BTCUSDT,0.00023,90884.7
2025-12-09 15:19:56.986245+00,ETHUSDT,0.0082,3137.91
2025-12-09 15:19:56.984877+00,ETHUSDT,0.0017,3137.92
2025-12-09 15:19:56.983743+00,ETHUSDT,0.0016,3137.92
2025-12-09 15:19:56.983147+00,ETHUSDT,0.0017,3137.92
2025-12-09 15:19:56.982014+00,ETHUSDT,0.0017,3137.92
2025-12-09 15:19:56.980197+00,ETHUSDT,0.0033,3137.92
2025-12-09 15:19:56.977393+00,ETHUSDT,0.0016,3137.92
2025-12-09 15:19:56.975525+00,ETHUSDT,0.0308,3137.92
2025-12-09 15:19:56.974798+00,ETHUSDT,0.0016,3137.92
2025-12-09 15:19:56.973707+00,ETHUSDT,0.0016,3137.94
2025-12-09 15:19:56.972484+00,ETHUSDT,0.0017,3137.94
2025-12-09 15:19:56.971481+00,ETHUSDT,0.0016,3137.94
2025-12-09 15:19:56.96913+00,ETHUSDT,0.0017,3137.95
2025-12-09 15:19:56.968043+00,ETHUSDT,0.0027,3137.95
2025-12-09 15:19:56.966629+00,ETHUSDT,0.0022,3137.95
2025-12-09 15:19:56.965959+00,ETHUSDT,0.0498,3137.95
2025-12-09 15:19:56.965527+00,ETHUSDT,0.0024,3137.95
2025-12-09 15:19:56.964625+00,ETHUSDT,0.0017,3137.96
2025-12-09 15:19:56.961838+00,ETHUSDT,0.0016,3137.96
2025-12-09 15:19:56.959745+00,ETHUSDT,0.0016,3138
2025-12-09 15:19:56.957443+00,ETHUSDT,0.0016,3138
2025-12-09 15:19:56.955638+00,ETHUSDT,0.0017,3138
2025-12-09 15:19:56.954684+00,ETHUSDT,0.002,3138
2025-12-09 15:19:56.952603+00,ETHUSDT,0.0013,3138
2025-12-09 15:19:56.94515+00,ETHUSDT,0.0003,3138
2025-12-09 15:19:56.940407+00,ETHUSDT,0.0016,3138.01
2025-12-09 15:19:56.939056+00,ETHUSDT,0.0016,3138.01
2025-12-09 15:19:56.938399+00,ETHUSDT,0.0017,3138.01
2025-12-09 15:19:56.9376+00,ETHUSDT,0.0318,3138.01
2025-12-09 15:19:56.936104+00,ETHUSDT,0.0016,3138.02
2025-12-09 15:19:56.934764+00,ETHUSDT,0.0017,3138.02
2025-12-09 15:19:56.930301+00,ETHUSDT,0.0016,3138.02
2025-12-09 15:19:56.927744+00,ETHUSDT,0.0027,3138.07
2025-12-09 15:19:56.921094+00,ETHUSDT,0.0017,3138.07
2025-12-09 15:19:56.919821+00,ETHUSDT,0.0174,3138.07
2025-12-09 15:19:56.918247+00,ETHUSDT,0.0136,3138.07
2025-12-09 15:19:56.917676+00,ETHUSDT,0.0017,3138.08
2025-12-09 15:19:56.917227+00,ETHUSDT,0.0017,3138.1
2025-12-09 15:19:56.91695+00,ETHUSDT,0.0016,3138.1
2025-12-09 15:19:56.916674+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.916423+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.91617+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.915909+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.915669+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.915421+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.91508+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.914784+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.914348+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.913823+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.91311+00,ETHUSDT,0.0017,3138.11
2025-12-09 15:19:56.91198+00,ETHUSDT,0.0024,3138.12
2025-12-09 15:19:56.911539+00,ETHUSDT,0.0024,3138.12
2025-12-09 15:19:56.911172+00,ETHUSDT,0.0039,3138.12
2025-12-09 15:19:56.910844+00,ETHUSDT,0.0024,3138.12
2025-12-09 15:19:56.91054+00,ETHUSDT,0.0032,3138.12
2025-12-09 15:19:56.910277+00,ETHUSDT,0.0036,3138.12
2025-12-09 15:19:56.909957+00,ETHUSDT,0.0027,3138.12
2025-12-09 15:19:56.909687+00,ETHUSDT,0.0027,3138.12
2025-12-09 15:19:56.90939+00,ETHUSDT,0.0027,3138.12
2025-12-09 15:19:56.909095+00,ETHUSDT,0.0024,3138.12
2025-12-09 15:19:56.908742+00,ETHUSDT,0.0024,3138.12
2025-12-09 15:19:56.908482+00,ETHUSDT,0.0024,3138.12
2025-12-09 15:19:56.908175+00,ETHUSDT,0.0027,3138.12
2025-12-09 15:19:56.907926+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.907693+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.907358+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.907066+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.906846+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.906624+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.906401+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.906167+00,ETHUSDT,0.0027,3138.12
2025-12-09 15:19:56.905926+00,ETHUSDT,0.0027,3138.12
2025-12-09 15:19:56.90568+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.905438+00,ETHUSDT,0.0027,3138.12
2025-12-09 15:19:56.90521+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.904971+00,ETHUSDT,0.0017,3138.12
2025-12-09 15:19:56.904747+00,ETHUSDT,0.0016,3138.12
2025-12-09 15:19:56.904519+00,ETHUSDT,0.0001,3138.12
2025-12-09 15:19:56.90424+00,ETHUSDT,0.0016,3138.12
2025-12-09 15:19:56.903908+00,ETHUSDT,0.0016,3138.12
2025-12-09 15:19:56.90367+00,ETHUSDT,0.0016,3138.13
2025-12-09 15:19:56.903432+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.903169+00,ETHUSDT,0.0015,3138.13
2025-12-09 15:19:56.902898+00,ETHUSDT,0.0002,3138.13
2025-12-09 15:19:56.902644+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.902357+00,ETHUSDT,0.0016,3138.13
2025-12-09 15:19:56.901825+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.901027+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.898402+00,ETHUSDT,0.0011,3138.13
2025-12-09 15:19:56.898149+00,ETHUSDT,0.0006,3138.13
2025-12-09 15:19:56.897817+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.896612+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.895508+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.895033+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.894714+00,ETHUSDT,0.0017,3138.13
2025-12-09 15:19:56.894432+00,ETHUSDT,0.0016,3138.14
2025-12-09 15:19:56.894008+00,ETHUSDT,0.0032,3138.14
2025-12-09 15:19:56.893742+00,ETHUSDT,0.0032,3138.14
2025-12-09 15:19:56.893469+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.893161+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.892243+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.891904+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.891597+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.891228+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.890925+00,ETHUSDT,0.0005,3138.14
2025-12-09 15:19:56.890684+00,ETHUSDT,0.0022,3138.14
2025-12-09 15:19:56.89043+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.890189+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.889927+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.889685+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.889413+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.889167+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.888877+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.888639+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.8884+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.888144+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.887893+00,ETHUSDT,0.0016,3138.14
2025-12-09 15:19:56.887621+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.886956+00,ETHUSDT,0.0025,3138.14
2025-12-09 15:19:56.886714+00,ETHUSDT,0.008,3138.14
2025-12-09 15:19:56.886472+00,ETHUSDT,0.0072,3138.14
2025-12-09 15:19:56.886207+00,ETHUSDT,0.0008,3138.14
2025-12-09 15:19:56.885941+00,ETHUSDT,0.0009,3138.14
2025-12-09 15:19:56.885672+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.885409+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.884939+00,ETHUSDT,0.0032,3138.14
2025-12-09 15:19:56.884323+00,ETHUSDT,0.0005,3138.14
2025-12-09 15:19:56.884007+00,ETHUSDT,0.0019,3138.14
2025-12-09 15:19:56.883762+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.883503+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.88324+00,ETHUSDT,0.002,3138.14
2025-12-09 15:19:56.882968+00,ETHUSDT,0.0004,3138.14
2025-12-09 15:19:56.882711+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.882448+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.882148+00,ETHUSDT,0.0025,3138.14
2025-12-09 15:19:56.881839+00,ETHUSDT,0.0002,3138.14
2025-12-09 15:19:56.881292+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.880803+00,ETHUSDT,0.0027,3138.14
2025-12-09 15:19:56.879528+00,ETHUSDT,0.0024,3138.14
2025-12-09 15:19:56.878073+00,ETHUSDT,0.0003,3138.14
2025-12-09 15:19:56.877044+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.87575+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.874827+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.873111+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.872174+00,ETHUSDT,0.0009,3138.14
2025-12-09 15:19:56.871616+00,ETHUSDT,0.0008,3138.14
2025-12-09 15:19:56.871178+00,ETHUSDT,0.0072,3138.14
2025-12-09 15:19:56.870876+00,ETHUSDT,0.0088,3138.14
2025-12-09 15:19:56.87053+00,ETHUSDT,0.0017,3138.14
2025-12-09 15:19:56.870168+00,ETHUSDT,0.0017,3138.19
2025-12-09 15:19:56.869624+00,ETHUSDT,0.0016,3138.2
2025-12-09 15:19:56.864999+00,ETHUSDT,0.0017,3138.2
2025-12-09 15:19:56.864108+00,ETHUSDT,0.0016,3138.2
2025-12-09 15:19:56.862007+00,ETHUSDT,0.0027,3138.22
2025-12-09 15:19:56.86097+00,ETHUSDT,0.0017,3138.22
2025-12-09 15:19:56.860559+00,ETHUSDT,0.0422,3138.22
2025-12-09 15:19:56.859973+00,ETHUSDT,0.0408,3138.22
2025-12-09 15:19:56.859001+00,ETHUSDT,0.0017,3138.23
2025-12-09 15:19:56.858462+00,ETHUSDT,0.0017,3138.23
2025-12-09 15:19:56.857922+00,ETHUSDT,0.0017,3138.23
2025-12-09 15:19:56.857535+00,ETHUSDT,0.0017,3138.23
2025-12-09 15:19:56.856959+00,ETHUSDT,0.0017,3138.23
2025-12-09 15:19:56.856044+00,ETHUSDT,0.0016,3138.24
2025-12-09 15:19:56.853967+00,ETHUSDT,0.0016,3138.24
2025-12-09 15:19:56.853+00,ETHUSDT,0.0017,3138.24
2025-12-09 15:19:56.850974+00,ETHUSDT,0.0017,3138.24
2025-12-09 15:19:56.846688+00,ETHUSDT,0.0017,3138.24
2025-12-09 15:19:56.844991+00,ETHUSDT,0.0017,3138.24
2025-12-09 15:19:56.843638+00,ETHUSDT,0.0017,3138.24
2025-12-09 15:19:56.842197+00,ETHUSDT,0.0017,3138.24
2025-12-09 15:19:56.8408+00,ETHUSDT,0.001,3138.24
2025-12-09 15:19:56.831791+00,ETHUSDT,0.004,3138.24
2025-12-09 15:19:56.829699+00,ETHUSDT,0.0016,3138.24
2025-12-09 15:19:56.828618+00,ETHUSDT,0.0017,3138.24
2025-12-09 15:19:56.827543+00,ETHUSDT,0.0016,3138.24
2025-12-09 15:19:56.826641+00,ETHUSDT,0.0016,3138.24
2025-12-09 15:19:56.825629+00,ETHUSDT,0.002,3138.24
2025-12-09 15:19:56.824967+00,ETHUSDT,0.0024,3138.25
2025-12-09 15:19:56.824673+00,ETHUSDT,0.0024,3138.25
2025-12-09 15:19:56.824162+00,ETHUSDT,0.0027,3138.25
2025-12-09 15:19:56.823781+00,ETHUSDT,0.0016,3138.25
2025-12-09 15:19:56.823263+00,ETHUSDT,0.0024,3138.25
2025-12-09 15:19:56.822721+00,ETHUSDT,0.0024,3138.25
2025-12-09 15:19:56.822304+00,ETHUSDT,0.0027,3138.25
2025-12-09 15:19:56.820679+00,ETHUSDT,0.0027,3138.25
2025-12-09 15:19:56.819926+00,ETHUSDT,0.0027,3138.25
2025-12-09 15:19:56.819482+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.819019+00,ETHUSDT,0.0027,3138.25
2025-12-09 15:19:56.818679+00,ETHUSDT,0.0027,3138.25
2025-12-09 15:19:56.818307+00,ETHUSDT,0.0024,3138.25
2025-12-09 15:19:56.81724+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.816616+00,ETHUSDT,0.0024,3138.25
2025-12-09 15:19:56.815858+00,ETHUSDT,0.0032,3138.25
2025-12-09 15:19:56.815007+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.813123+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.811517+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.810681+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.809991+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.809356+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.808263+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.807634+00,ETHUSDT,0.0005,3138.25
2025-12-09 15:19:56.807282+00,ETHUSDT,0.0012,3138.25
2025-12-09 15:19:56.806872+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.806542+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.806095+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.805594+00,ETHUSDT,0.0017,3138.25
2025-12-09 15:19:56.805029+00,ETHUSDT,0.0027,3138.25
2025-12-09 15:19:56.804581+00,ETHUSDT,0.0016,3138.25
2025-12-09 15:19:56.804008+00,ETHUSDT,0.0195,3138.25
2025-12-09 15:19:56.803551+00,ETHUSDT,0.008,3138.25
2025-12-09 15:19:56.802585+00,ETHUSDT,0.008,3138.25
2025-12-09 15:19:56.799002+00,ETHUSDT,0.008,3138.25
2025-12-09 15:19:56.79858+00,ETHUSDT,0.008,3138.25
2025-12-09 15:19:56.798032+00,ETHUSDT,0.0016,3138.26
2025-12-09 15:19:56.796476+00,ETHUSDT,0.0017,3138.26
2025-12-09 15:19:56.793867+00,ETHUSDT,0.0017,3138.26
2025-12-09 15:19:56.791562+00,ETHUSDT,0.0024,3138.26
2025-12-09 15:19:56.786415+00,ETHUSDT,0.0017,3138.26
2025-12-09 15:19:56.785733+00,ETHUSDT,0.0016,3138.26
2025-12-09 15:19:56.78487+00,ETHUSDT,0.0017,3138.28
2025-12-09 15:19:56.784031+00,ETHUSDT,0.0027,3138.28
